priority,category,asset_id,incoming_path,expected_size,transparent,prompt,negative_prompt
batch_a_style_lock,support,greenfield_p0_style_mother,01_mother_images/style/greenfield_p0_style_mother.png,1200x760,False,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create greenfield_p0_style_mother; exact canvas 1200x760 px; fully opaque complete review image.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_c_characters,character,player_interact_left,02_runtime_exports/characters/player/chr_player_base_interact_left_4x128.png,512x128,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create compact 3.5 to 4-head gameplay character sprite asset for player_interact_left; exact canvas 512x128 px; transparent background with clean alpha; stable foot anchor, simple rounded shapes, readable at small size.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_c_characters,character,player_interact_down_left,02_runtime_exports/characters/player/chr_player_base_interact_down_left_4x128.png,512x128,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create compact 3.5 to 4-head gameplay character sprite asset for player_interact_down_left; exact canvas 512x128 px; transparent background with clean alpha; stable foot anchor, simple rounded shapes, readable at small size.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_c_characters,character,player_water_down,02_runtime_exports/characters/player/chr_player_base_water_down_4x128.png,512x128,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create compact 3.5 to 4-head gameplay character sprite asset for player_water_down; exact canvas 512x128 px; transparent background with clean alpha; stable foot anchor, simple rounded shapes, readable at small size.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_c_characters,character,player_water_down_right,02_runtime_exports/characters/player/chr_player_base_water_down_right_4x128.png,512x128,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create compact 3.5 to 4-head gameplay character sprite asset for player_water_down_right; exact canvas 512x128 px; transparent background with clean alpha; stable foot anchor, simple rounded shapes, readable at small size.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_c_characters,character,player_water_right,02_runtime_exports/characters/player/chr_player_base_water_right_4x128.png,512x128,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create compact 3.5 to 4-head gameplay character sprite asset for player_water_right; exact canvas 512x128 px; transparent background with clean alpha; stable foot anchor, simple rounded shapes, readable at small size.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_c_characters,character,player_water_up_right,02_runtime_exports/characters/player/chr_player_base_water_up_right_4x128.png,512x128,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create compact 3.5 to 4-head gameplay character sprite asset for player_water_up_right; exact canvas 512x128 px; transparent background with clean alpha; stable foot anchor, simple rounded shapes, readable at small size.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_c_characters,character,player_water_up,02_runtime_exports/characters/player/chr_player_base_water_up_4x128.png,512x128,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create compact 3.5 to 4-head gameplay character sprite asset for player_water_up; exact canvas 512x128 px; transparent background with clean alpha; stable foot anchor, simple rounded shapes, readable at small size.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_c_characters,character,player_water_up_left,02_runtime_exports/characters/player/chr_player_base_water_up_left_4x128.png,512x128,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create compact 3.5 to 4-head gameplay character sprite asset for player_water_up_left; exact canvas 512x128 px; transparent background with clean alpha; stable foot anchor, simple rounded shapes, readable at small size.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_c_characters,character,player_water_left,02_runtime_exports/characters/player/chr_player_base_water_left_4x128.png,512x128,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create compact 3.5 to 4-head gameplay character sprite asset for player_water_left; exact canvas 512x128 px; transparent background with clean alpha; stable foot anchor, simple rounded shapes, readable at small size.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_c_characters,character,player_water_down_left,02_runtime_exports/characters/player/chr_player_base_water_down_left_4x128.png,512x128,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create compact 3.5 to 4-head gameplay character sprite asset for player_water_down_left; exact canvas 512x128 px; transparent background with clean alpha; stable foot anchor, simple rounded shapes, readable at small size.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
